feature,avg_rank,count,h_rank,l_rank
X84112 - X1912856,3.9166666666666665,12,1,36
X818 - X28118,1.0,11,1,1
X28037 - X28118,1.0,11,1,1
X29466 - X1297617,1.0,11,1,1
X1328 - X216816,1.0,11,1,1
X52773 - X239935,2.8181818181818183,11,1,12
X1307 - X84112,2.8181818181818183,11,1,20
X1282 - X39950,5.181818181818182,11,1,36
X1246 - X1297617,1.0,10,1,1
X84112 - X1528099,1.0,10,1,1
X28118 - X28132,1.0,10,1,1
X1328 - X239935,1.0,10,1,1
X817 - X29466,1.0,10,1,1
X34085 - X52773,1.0,10,1,1
X818 - X1912856,1.0,10,1,1
X649756 - X1912856,1.1,10,1,2
X1494 - X1871021,1.2,10,1,3
X818 - X1871021,1.9,10,1,10
X1328 - X84112,2.6,10,1,17
X1328 - X52773,2.9,10,1,17
X28132 - X84112,2.9,10,1,20
X817 - X1246,1.0,9,1,1
X1246 - X1601,1.0,9,1,1
X1246 - X39950,1.0,9,1,1
X817 - X1683,1.0,9,1,1
X1601 - X1683,1.0,9,1,1
X1683 - X1297617,1.0,9,1,1
X28037 - X649756,1.0,9,1,1
X1308 - X1601,1.0,9,1,1
X539 - X28037,1.0,9,1,1
X1282 - X1297617,1.0,9,1,1
X1871021 - X1912856,1.0,9,1,1
X1308 - X649756,1.1111111111111112,9,1,2
X28132 - X1871021,2.2222222222222223,9,1,10
X84112 - X702967,4.888888888888889,9,1,36
X1494 - X1912856,5.222222222222222,9,1,36
X1309 - X1297617,1.0,8,1,1
X860 - X1297617,1.0,8,1,1
X34085 - X702967,1.0,8,1,1
X1736 - X1297617,1.0,8,1,1
X1601 - X29466,1.0,8,1,1
X817 - X1160721,1.0,8,1,1
X818 - X84112,1.0,8,1,1
X1297617 - X1572656,1.0,8,1,1
X39950 - X1160721,3.375,8,1,20
X1494 - X28132,3.625,8,1,20
X39950 - X1572656,5.375,8,1,36
X1282 - X216816,6.75,8,1,36
X28118 - X1528099,1.0,7,1,1
X1245 - X649756,1.0,7,1,1
X216816 - X1528099,1.0,7,1,1
X539 - X1494,1.0,7,1,1
X1494 - X1528099,1.0,7,1,1
X28037 - X34085,1.0,7,1,1
X817 - X860,1.0,7,1,1
X239935 - X1528099,1.0,7,1,1
X649756 - X702967,1.0,7,1,1
X817 - X1572656,1.0,7,1,1
X29466 - X39950,1.0,7,1,1
X1147150 - X1297617,1.0,7,1,1
X28037 - X1871021,1.0,7,1,1
X28037 - X216816,1.0,7,1,1
X818 - X1307,1.0,7,1,1
X1245 - X1601,1.2857142857142858,7,1,3
X1245 - X216816,1.2857142857142858,7,1,3
X818 - X28132,2.2857142857142856,7,1,10
X817 - X1282,2.5714285714285716,7,1,12
X1494 - X649756,3.7142857142857144,7,1,20
X1601 - X1160721,3.7142857142857144,7,1,20
X1328 - X1494,3.7142857142857144,7,1,17
X1307 - X1494,3.857142857142857,7,1,20
X1282 - X1601,6.0,7,1,36
X52773 - X1572656,6.0,7,1,36
X1246 - X649756,1.0,6,1,1
X1683 - X28132,1.0,6,1,1
X544580 - X1297617,1.0,6,1,1
X1309 - X39950,1.0,6,1,1
X1309 - X1871021,1.0,6,1,1
X239935 - X702967,1.0,6,1,1
X1328 - X28037,1.0,6,1,1
X28037 - X84112,1.0,6,1,1
X1736 - X1871021,1.0,6,1,1
X29466 - X649756,1.0,6,1,1
X817 - X1712675,1.0,6,1,1
X1601 - X1147150,1.0,6,1,1
X39950 - X1147150,1.0,6,1,1
X1297617 - X1712675,1.0,6,1,1
X539 - X52773,1.0,6,1,1
X28118 - X702967,1.0,6,1,1
X52773 - X1528099,1.0,6,1,1
X817 - X53345,1.0,6,1,1
X1683 - X216816,1.0,6,1,1
X28132 - X1912856,1.0,6,1,1
X34085 - X1912856,1.0,6,1,1
X817 - X1736,1.0,6,1,1
X818 - X1494,1.0,6,1,1
X1307 - X28118,1.0,6,1,1
X860 - X39950,1.0,6,1,1
X1307 - X34085,1.0,6,1,1
X1245 - X1871021,1.3333333333333333,6,1,3
X1308 - X28118,1.6666666666666667,6,1,4
X1160721 - X1297617,4.166666666666667,6,1,20
X1307 - X649756,4.166666666666667,6,1,20
X28132 - X649756,4.166666666666667,6,1,20
X1601 - X1572656,6.833333333333333,6,1,36
X216816 - X702967,6.833333333333333,6,1,36
X702967 - X1912856,6.833333333333333,6,1,36
X84112 - X1572656,6.833333333333333,6,1,36
X1246 - X28118,1.0,5,1,1
X1246 - X84112,1.0,5,1,1
X1246 - X1528099,1.0,5,1,1
X817 - X544580,1.0,5,1,1
X1601 - X544580,1.0,5,1,1
X1683 - X28118,1.0,5,1,1
X39950 - X544580,1.0,5,1,1
X1309 - X1601,1.0,5,1,1
X1346 - X1297617,1.0,5,1,1
X28037 - X28132,1.0,5,1,1
X539 - X702967,1.0,5,1,1
X28037 - X239935,1.0,5,1,1
X1601 - X1736,1.0,5,1,1
X817 - X1147143,1.0,5,1,1
X817 - X1147150,1.0,5,1,1
X1601 - X1147143,1.0,5,1,1
X28118 - X1147150,1.0,5,1,1
X28118 - X1712675,1.0,5,1,1
X39950 - X1147143,1.0,5,1,1
X39950 - X1712675,1.0,5,1,1
X1147143 - X1297617,1.0,5,1,1
X1225789 - X1297617,1.0,5,1,1
X1246 - X1871021,1.0,5,1,1
X818 - X649756,1.0,5,1,1
X29466 - X216816,1.0,5,1,1
X1736 - X84112,1.0,5,1,1
X1307 - X1912856,1.0,5,1,1
X53345 - X1297617,1.0,5,1,1
X216816 - X1160721,1.0,5,1,1
X28037 - X52773,1.0,5,1,1
X34085 - X1160721,1.0,5,1,1
X818 - X34085,1.0,5,1,1
X817 - X1225789,3.2,5,1,12
X39950 - X1225789,3.2,5,1,12
X52773 - X702967,8.0,5,1,36
X216816 - X1572656,8.0,5,1,36
X1282 - X84112,8.0,5,1,36
X1282 - X52773,10.2,5,1,36
X1246 - X34085,1.0,4,1,1
X28118 - X544580,1.0,4,1,1
X817 - X2025876,1.0,4,1,1
X39950 - X2025876,1.0,4,1,1
X817 - X1346,1.0,4,1,1
X1346 - X39950,1.0,4,1,1
X630 - X817,1.0,4,1,1
X630 - X1297617,1.0,4,1,1
X817 - X1156433,1.0,4,1,1
X1156433 - X1297617,1.0,4,1,1
X630 - X39950,1.0,4,1,1
X1683 - X649756,1.0,4,1,1
X817 - X51663,1.0,4,1,1
X51663 - X1297617,1.0,4,1,1
X1328 - X1528099,1.0,4,1,1
X539 - X29466,1.0,4,1,1
X28118 - X29466,1.0,4,1,1
X29466 - X34085,1.0,4,1,1
X28118 - X1147143,1.0,4,1,1
X84112 - X1147143,1.0,4,1,1
X817 - X1309,1.0,4,1,1
X1328 - X702967,1.0,4,1,1
X1328 - X1225789,1.0,4,1,1
X817 - X1747,1.0,4,1,1
X1282 - X1747,1.0,4,1,1
X1282 - X1871021,1.0,4,1,1
X1601 - X1747,1.0,4,1,1
X1747 - X39950,1.0,4,1,1
X1747 - X1297617,1.0,4,1,1
X702967 - X1871021,1.0,4,1,1
X1308 - X34085,1.0,4,1,1
X539 - X1307,1.0,4,1,1
X539 - X1160721,1.0,4,1,1
X28132 - X702967,1.0,4,1,1
X53345 - X216816,1.0,4,1,1
X29466 - X84112,1.0,4,1,1
X1601 - X1539298,1.0,4,1,1
X84112 - X1539298,1.0,4,1,1
X216816 - X1539298,1.0,4,1,1
X1297617 - X1539298,1.0,4,1,1
X1308 - X1871021,1.0,4,1,1
X1494 - X1683,1.0,4,1,1
X1683 - X84112,1.0,4,1,1
X1307 - X1871021,1.0,4,1,1
X1601 - X53345,1.0,4,1,1
X1282 - X28118,1.0,4,1,1
X1245 - X28118,1.0,4,1,1
X1736 - X216816,1.0,4,1,1
X539 - X1246,1.0,4,1,1
X28037 - X1528099,1.0,4,1,1
X1494 - X28037,1.0,4,1,1
X216816 - X1147150,1.0,4,1,1
X539 - X818,1.0,4,1,1
X1328 - X28132,1.0,4,1,1
X1604 - X1297617,1.0,4,1,1
X28037 - X1912856,1.0,4,1,1
X1308 - X1912856,2.0,4,1,4
X239935 - X1912856,3.75,4,1,12
X84112 - X1160721,5.75,4,1,20
X52773 - X1160721,5.75,4,1,20
X1282 - X702967,9.75,4,1,36
X1282 - X1912856,12.5,4,1,36
X1245 - X1246,1.0,3,1,1
X1246 - X216816,1.0,3,1,1
X818 - X1683,1.0,3,1,1
X544580 - X1871021,1.0,3,1,1
X539 - X1309,1.0,3,1,1
X1309 - X649756,1.0,3,1,1
X1309 - X1528099,1.0,3,1,1
X817 - X102684,1.0,3,1,1
X102684 - X649756,1.0,3,1,1
X649756 - X2025876,1.0,3,1,1
X817 - X69966,1.0,3,1,1
X1601 - X69966,1.0,3,1,1
X39950 - X69966,1.0,3,1,1
X69966 - X1297617,1.0,3,1,1
X539 - X28132,1.0,3,1,1
X1346 - X1601,1.0,3,1,1
X28132 - X34085,1.0,3,1,1
X630 - X84112,1.0,3,1,1
X702967 - X1528099,1.0,3,1,1
X1683 - X34085,1.0,3,1,1
X649756 - X1572656,1.0,3,1,1
X239935 - X2025876,1.0,3,1,1
X1297617 - X2025876,1.0,3,1,1
X1245 - X1599,1.0,3,1,1
X1599 - X39950,1.0,3,1,1
X1599 - X1297617,1.0,3,1,1
X39950 - X51663,1.0,3,1,1
X1160721 - X1528099,1.0,3,1,1
X1160721 - X1871021,1.0,3,1,1
X1601 - X1712675,1.0,3,1,1
X84112 - X1147150,1.0,3,1,1
X84112 - X1712675,1.0,3,1,1
X1245 - X1328,1.0,3,1,1
X1246 - X1282,1.0,3,1,1
X1246 - X28037,1.0,3,1,1
X1601 - X1156433,1.0,3,1,1
X216816 - X1156433,1.0,3,1,1
X1245 - X239935,1.0,3,1,1
X1307 - X239935,1.0,3,1,1
X1494 - X239935,1.0,3,1,1
X1683 - X702967,1.0,3,1,1
X28132 - X53345,1.0,3,1,1
X34085 - X53345,1.0,3,1,1
X1328 - X1572656,1.0,3,1,1
X818 - X29466,1.0,3,1,1
X29466 - X52773,1.0,3,1,1
X29466 - X1912856,1.0,3,1,1
X817 - X1539298,1.0,3,1,1
X39950 - X1539298,1.0,3,1,1
X1308 - X84112,1.0,3,1,1
X1736 - X1912856,1.0,3,1,1
X539 - X860,1.0,3,1,1
X860 - X1601,1.0,3,1,1
X860 - X216816,1.0,3,1,1
X216816 - X1871025,1.0,3,1,1
X1297617 - X1871025,1.0,3,1,1
X1683 - X52773,1.0,3,1,1
X52773 - X1539298,1.0,3,1,1
X39950 - X53345,1.0,3,1,1
X860 - X28118,1.0,3,1,1
X1308 - X28037,1.0,3,1,1
X28037 - X544580,1.0,3,1,1
X287 - X1297617,1.0,3,1,1
X1494 - X1147150,1.0,3,1,1
X52773 - X1147150,1.0,3,1,1
X539 - X1912856,1.0,3,1,1
X52773 - X1147143,1.0,3,1,1
X216816 - X1147143,1.0,3,1,1
X1246 - X52773,1.0,3,1,1
X1528099 - X1912856,1.0,3,1,1
X539 - X1308,1.0,3,1,1
X860 - X52773,1.0,3,1,1
X817 - X1604,1.0,3,1,1
X1604 - X39950,1.0,3,1,1
X817 - X76832,1.0,3,1,1
X39950 - X76832,1.0,3,1,1
X76832 - X1297617,1.0,3,1,1
X1307 - X1328,1.0,3,1,1
X1160721 - X1912856,1.0,3,1,1
X46867 - X649756,1.3333333333333333,3,1,2
X46867 - X1297617,1.3333333333333333,3,1,2
X1245 - X28132,1.6666666666666667,3,1,3
X1245 - X52773,1.6666666666666667,3,1,3
X1328 - X1912856,2.0,3,1,4
X1308 - X52773,2.3333333333333335,3,1,4
X287 - X817,4.0,3,1,10
X287 - X39950,4.0,3,1,10
X287 - X239935,4.0,3,1,10
X28132 - X239935,4.0,3,1,10
X216816 - X1225789,4.666666666666667,3,1,12
X817 - X1889813,6.333333333333333,3,1,17
X28118 - X1889813,6.333333333333333,3,1,17
X1307 - X1160721,7.333333333333333,3,1,20
X1494 - X1160721,7.333333333333333,3,1,20
X1307 - X28132,7.333333333333333,3,1,20
X1494 - X702967,12.666666666666666,3,1,36
X1282 - X1494,12.666666666666666,3,1,36
X1683 - X1871021,1.0,2,1,1
X1309 - X1494,1.0,2,1,1
X34085 - X2025876,1.0,2,1,1
X39950 - X102684,1.0,2,1,1
X1528099 - X2025876,1.0,2,1,1
X1346 - X28132,1.0,2,1,1
X860 - X84112,1.0,2,1,1
X84112 - X1156433,1.0,2,1,1
X630 - X1601,1.0,2,1,1
X630 - X649756,1.0,2,1,1
X1683 - X239935,1.0,2,1,1
X817 - X1685,1.0,2,1,1
X1601 - X1685,1.0,2,1,1
X1685 - X28118,1.0,2,1,1
X1685 - X39950,1.0,2,1,1
X1685 - X1297617,1.0,2,1,1
X28037 - X1572656,1.0,2,1,1
X539 - X2025876,1.0,2,1,1
X817 - X1599,1.0,2,1,1
X1245 - X1308,1.0,2,1,1
X51663 - X649756,1.0,2,1,1
X1309 - X1328,1.0,2,1,1
X1328 - X1160721,1.0,2,1,1
X1736 - X1528099,1.0,2,1,1
X1147143 - X1147150,1.0,2,1,1
X1147150 - X1712675,1.0,2,1,1
X1245 - X1309,1.0,2,1,1
X1245 - X34085,1.0,2,1,1
X1245 - X702967,1.0,2,1,1
X1309 - X702967,1.0,2,1,1
X1309 - X1225789,1.0,2,1,1
X1246 - X1747,1.0,2,1,1
X1747 - X702967,1.0,2,1,1
X1747 - X1871021,1.0,2,1,1
X28037 - X702967,1.0,2,1,1
X1328 - X29466,1.0,2,1,1
X29466 - X1871021,1.0,2,1,1
X539 - X1156433,1.0,2,1,1
X28037 - X1156433,1.0,2,1,1
X39950 - X1156433,1.0,2,1,1
X649756 - X1156433,1.0,2,1,1
X1307 - X702967,1.0,2,1,1
X1307 - X1528099,1.0,2,1,1
X702967 - X1160721,1.0,2,1,1
X539 - X1225789,1.0,2,1,1
X1282 - X1683,1.0,2,1,1
X1282 - X28132,1.0,2,1,1
X1282 - X34085,1.0,2,1,1
X1683 - X1912856,1.0,2,1,1
X1601 - X1225789,1.0,2,1,1
X1225789 - X1871021,1.0,2,1,1
X1572656 - X1871021,1.0,2,1,1
X1245 - X1282,1.0,2,1,1
X1683 - X28037,1.0,2,1,1
X817 - X1871025,1.0,2,1,1
X28118 - X1539298,1.0,2,1,1
X630 - X216816,1.0,2,1,1
X1712675 - X1912856,1.0,2,1,1
X860 - X239935,1.0,2,1,1
X860 - X1871021,1.0,2,1,1
X860 - X1912856,1.0,2,1,1
X1346 - X216816,1.0,2,1,1
X1736 - X52773,1.0,2,1,1
X1736 - X649756,1.0,2,1,1
X539 - X1712675,1.0,2,1,1
X28132 - X1712675,1.0,2,1,1
X1246 - X239935,1.0,2,1,1
X10761 - X39950,1.0,2,1,1
X10761 - X1297617,1.0,2,1,1
X1246 - X1328,1.0,2,1,1
X51663 - X84112,1.0,2,1,1
X287 - X1328,1.0,2,1,1
X817 - X61645,1.0,2,1,1
X1601 - X61645,1.0,2,1,1
X39950 - X61645,1.0,2,1,1
X61645 - X649756,1.0,2,1,1
X61645 - X1871021,1.0,2,1,1
X1494 - X29466,1.0,2,1,1
X28037 - X29466,1.0,2,1,1
X28037 - X1160721,1.0,2,1,1
X1346 - X1147150,1.0,2,1,1
X52773 - X53345,1.0,2,1,1
X817 - X1134687,1.0,2,1,1
X1601 - X1134687,1.0,2,1,1
X39950 - X1134687,1.0,2,1,1
X39950 - X1889813,1.0,2,1,1
X649756 - X1134687,1.0,2,1,1
X1134687 - X1871021,1.0,2,1,1
X1871021 - X1889813,1.0,2,1,1
X582 - X818,1.0,2,1,1
X582 - X1297617,1.0,2,1,1
X34085 - X1147143,1.0,2,1,1
X649756 - X1147143,1.0,2,1,1
X1246 - X1308,1.0,2,1,1
X1308 - X1528099,1.0,2,1,1
X28132 - X1147143,1.0,2,1,1
X818 - X1528099,1.0,2,1,1
X1309 - X28118,1.0,2,1,1
X1309 - X84112,1.0,2,1,1
X1309 - X216816,1.0,2,1,1
X84112 - X1225789,1.0,2,1,1
X1147150 - X1225789,1.0,2,1,1
X28132 - X1572656,1.0,2,1,1
X51663 - X52773,1.0,2,1,1
X1683 - X1528099,1.0,2,1,1
X239935 - X1572656,1.0,2,1,1
X1601 - X102684,1.0,2,1,1
X102684 - X1297617,1.0,2,1,1
X1245 - X1683,1.0,2,1,1
X1245 - X1747,1.0,2,1,1
X1683 - X1747,1.0,2,1,1
X1736 - X39950,1.0,2,1,1
X1736 - X239935,1.0,2,1,1
X1604 - X52773,1.0,2,1,1
X1604 - X84112,1.0,2,1,1
X1604 - X216816,1.0,2,1,1
X28118 - X1160721,1.0,2,1,1
X1307 - X1308,1.0,2,1,1
X28118 - X76832,1.0,2,1,1
X28118 - X1871025,1.0,2,1,1
X39950 - X46867,1.0,2,1,1
X1245 - X28037,1.0,2,1,1
X28037 - X53345,1.0,2,1,1
X1736 - X28118,1.0,2,1,1
X1307 - X1747,1.0,2,1,1
X1307 - X1147150,1.0,2,1,1
X818 - X1245,1.0,2,1,1
X818 - X1736,1.0,2,1,1
X1245 - X1736,1.0,2,1,1
X1156433 - X1871021,1.0,2,1,1
X818 - X28037,1.0,2,1,1
X1494 - X1156433,1.0,2,1,1
X539 - X1282,1.0,2,1,1
X1601 - X249188,1.0,2,1,1
X39950 - X249188,1.0,2,1,1
X216816 - X249188,1.0,2,1,1
X249188 - X1297617,1.0,2,1,1
X817 - X244366,1.0,2,1,1
X39950 - X244366,1.0,2,1,1
X244366 - X1297617,1.0,2,1,1
X818 - X702967,1.0,2,1,1
X1604 - X239935,1.0,2,1,1
X1604 - X702967,1.0,2,1,1
X818 - X1160721,1.0,2,1,1
X817 - X46867,1.5,2,1,2
X28118 - X46867,1.5,2,1,2
X817 - X67827,2.0,2,1,3
X1245 - X1494,2.0,2,1,3
X67827 - X1297617,2.0,2,1,3
X817 - X1624,2.5,2,1,4
X1624 - X28118,2.5,2,1,4
X1624 - X39950,2.5,2,1,4
X287 - X1871021,5.5,2,1,10
X1282 - X239935,6.5,2,1,12
X52773 - X1225789,6.5,2,1,12
X1601 - X1889813,9.0,2,1,17
X1494 - X1889813,9.0,2,1,17
X84112 - X1889813,9.0,2,1,17
X1297617 - X1889813,9.0,2,1,17
X28132 - X1160721,10.5,2,1,20
X649756 - X1160721,10.5,2,1,20
X1282 - X1572656,18.5,2,1,36
X702967 - X1572656,18.5,2,1,36
X1572656 - X1912856,18.5,2,1,36
X818 - X544580,1.0,1,1,1
X1683 - X544580,1.0,1,1,1
X28132 - X544580,1.0,1,1,1
X1494 - X34085,1.0,1,1,1
X1494 - X102684,1.0,1,1,1
X1494 - X2025876,1.0,1,1,1
X34085 - X102684,1.0,1,1,1
X102684 - X1528099,1.0,1,1,1
X102684 - X1871021,1.0,1,1,1
X102684 - X2025876,1.0,1,1,1
X1871021 - X2025876,1.0,1,1,1
X1308 - X69966,1.0,1,1,1
X69966 - X649756,1.0,1,1,1
X539 - X1346,1.0,1,1,1
X1346 - X28037,1.0,1,1,1
X1346 - X34085,1.0,1,1,1
X630 - X860,1.0,1,1,1
X630 - X1156433,1.0,1,1,1
X860 - X1156433,1.0,1,1,1
X539 - X630,1.0,1,1,1
X630 - X34085,1.0,1,1,1
X630 - X239935,1.0,1,1,1
X630 - X702967,1.0,1,1,1
X630 - X1528099,1.0,1,1,1
X539 - X1683,1.0,1,1,1
X1685 - X34085,1.0,1,1,1
X1685 - X216816,1.0,1,1,1
X1685 - X1871021,1.0,1,1,1
X539 - X1813821,1.0,1,1,1
X817 - X1813821,1.0,1,1,1
X1328 - X1813821,1.0,1,1,1
X1328 - X2025876,1.0,1,1,1
X28037 - X1813821,1.0,1,1,1
X28037 - X2025876,1.0,1,1,1
X39950 - X1813821,1.0,1,1,1
X84112 - X1813821,1.0,1,1,1
X84112 - X2025876,1.0,1,1,1
X239935 - X1813821,1.0,1,1,1
X1297617 - X1813821,1.0,1,1,1
X1813821 - X2025876,1.0,1,1,1
X1245 - X1346,1.0,1,1,1
X1245 - X51663,1.0,1,1,1
X1308 - X1346,1.0,1,1,1
X1308 - X1599,1.0,1,1,1
X1308 - X51663,1.0,1,1,1
X1346 - X1599,1.0,1,1,1
X1346 - X51663,1.0,1,1,1
X1346 - X649756,1.0,1,1,1
X1599 - X51663,1.0,1,1,1
X1599 - X649756,1.0,1,1,1
X1309 - X1736,1.0,1,1,1
X1309 - X1160721,1.0,1,1,1
X1328 - X1736,1.0,1,1,1
X1736 - X1160721,1.0,1,1,1
X28118 - X2025876,1.0,1,1,1
X29466 - X239935,1.0,1,1,1
X29466 - X1528099,1.0,1,1,1
X29466 - X2025876,1.0,1,1,1
X1685 - X69966,1.0,1,1,1
X1685 - X84112,1.0,1,1,1
X1685 - X1147143,1.0,1,1,1
X1685 - X1147150,1.0,1,1,1
X1685 - X1712675,1.0,1,1,1
X28118 - X69966,1.0,1,1,1
X69966 - X84112,1.0,1,1,1
X69966 - X1147143,1.0,1,1,1
X69966 - X1147150,1.0,1,1,1
X69966 - X1712675,1.0,1,1,1
X1147143 - X1712675,1.0,1,1,1
X1245 - X1225789,1.0,1,1,1
X1309 - X34085,1.0,1,1,1
X34085 - X1225789,1.0,1,1,1
X702967 - X1225789,1.0,1,1,1
X1246 - X702967,1.0,1,1,1
X1282 - X28037,1.0,1,1,1
X1747 - X28037,1.0,1,1,1
X1308 - X702967,1.0,1,1,1
X539 - X730,1.0,1,1,1
X730 - X817,1.0,1,1,1
X730 - X1601,1.0,1,1,1
X730 - X28037,1.0,1,1,1
X730 - X39950,1.0,1,1,1
X730 - X216816,1.0,1,1,1
X730 - X649756,1.0,1,1,1
X730 - X1156433,1.0,1,1,1
X730 - X1297617,1.0,1,1,1
X239935 - X1160721,1.0,1,1,1
X28037 - X1225789,1.0,1,1,1
X1282 - X53345,1.0,1,1,1
